-0.0643516,-0.0827593,-0.0643516,-0.0827593
-0.0604071,-0.0811158,-0.0604071,-0.0811158
-0.0597497,-0.0834167,-0.0597497,-0.0834167
-0.0610645,-0.0811158,-0.0610645,-0.0811158
-0.0613933,-0.0847316,-0.0613933,-0.0847316
-0.0623794,-0.0814445,-0.0623794,-0.0814445
-0.0643516,-0.0788148,-0.0643516,-0.0788148
-0.0584349,-0.0811158,-0.0584349,-0.0811158
-0.0613933,-0.0781574,-0.0613933,-0.0781574
-0.0607358,-0.0778287,-0.0607358,-0.0778287
-0.0597497,-0.0791435,-0.0597497,-0.0791435
-0.0600784,-0.0827593,-0.0600784,-0.0827593
-0.0610645,-0.0814445,-0.0610645,-0.0814445
-0.0620507,-0.0794722,-0.0620507,-0.0794722
-0.059421,-0.0801297,-0.059421,-0.0801297
-0.0620507,-0.0791435,-0.0620507,-0.0791435
-0.0659952,-0.0821019,-0.0659952,-0.0821019
-0.0604071,-0.0821019,-0.0604071,-0.0821019
-0.0581062,-0.0807871,-0.0581062,-0.0807871
-0.0607358,-0.0844029,-0.0607358,-0.0844029
-0.059421,-0.0821019,-0.059421,-0.0821019
-0.0613933,-0.0821019,-0.0613933,-0.0821019
-0.0604071,-0.0794722,-0.0604071,-0.0794722
-0.0567913,-0.0804584,-0.0567913,-0.0804584
-0.0610645,-0.0821019,-0.0610645,-0.0821019
-0.0584349,-0.0788148,-0.0584349,-0.0788148
-0.0587636,-0.0794722,-0.0587636,-0.0794722
-0.0597497,-0.0804584,-0.0597497,-0.0804584
-0.0620507,-0.0798009,-0.0620507,-0.0798009
-0.0620507,-0.0807871,-0.0620507,-0.0807871
-0.0623794,-0.083088,-0.0623794,-0.083088
-0.0630368,-0.0814445,-0.0630368,-0.0814445
-0.0636942,-0.0814445,-0.0636942,-0.0814445
-0.0600784,-0.0804584,-0.0600784,-0.0804584
-0.0610645,-0.0811158,-0.0610645,-0.0811158
-0.0604071,-0.0804584,-0.0604071,-0.0804584
-0.0584349,-0.0771713,-0.0584349,-0.0771713
-0.0633655,-0.0807871,-0.0633655,-0.0807871
-0.0584349,-0.0814445,-0.0584349,-0.0814445
-0.0597497,-0.0834167,-0.0597497,-0.0834167
-0.0636942,-0.0788148,-0.0636942,-0.0788148
-0.0623794,-0.0834167,-0.0623794,-0.0834167
-0.061722,-0.0784861,-0.061722,-0.0784861
-0.0597497,-0.0821019,-0.0597497,-0.0821019
-0.0590923,-0.0781574,-0.0590923,-0.0781574
-0.061722,-0.0817732,-0.061722,-0.0817732
-0.0643516,-0.0778287,-0.0643516,-0.0778287
-0.0610645,-0.083088,-0.0610645,-0.083088
-0.0584349,-0.0794722,-0.0584349,-0.0794722
-0.0610645,-0.0817732,-0.0610645,-0.0817732
-0.061722,-0.0821019,-0.061722,-0.0821019
-0.0659952,-0.0758564,-0.0659952,-0.0758564
-0.0597497,-0.0834167,-0.0597497,-0.0834167
-0.0610645,-0.0821019,-0.0610645,-0.0821019
-0.0640229,-0.0804584,-0.0640229,-0.0804584
-0.0610645,-0.0804584,-0.0610645,-0.0804584
-0.0643516,-0.0824306,-0.0643516,-0.0824306
-0.061722,-0.085389,-0.061722,-0.085389
-0.0613933,-0.0781574,-0.0613933,-0.0781574
-0.0630368,-0.0827593,-0.0630368,-0.0827593
-0.0600784,-0.0794722,-0.0600784,-0.0794722
-0.0587636,-0.0791435,-0.0587636,-0.0791435
-0.0597497,-0.0804584,-0.0597497,-0.0804584
-0.0623794,-0.0814445,-0.0623794,-0.0814445
-0.0607358,-0.0814445,-0.0607358,-0.0814445
-0.0600784,-0.0794722,-0.0600784,-0.0794722
-0.0590923,-0.0811158,-0.0590923,-0.0811158
-0.0600784,-0.0781574,-0.0600784,-0.0781574
-0.0604071,-0.0807871,-0.0604071,-0.0807871
-0.0623794,-0.0811158,-0.0623794,-0.0811158
-0.05712,-0.0745416,-0.05712,-0.0745416
-0.0613933,-0.0807871,-0.0613933,-0.0807871
-0.0636942,-0.0821019,-0.0636942,-0.0821019
-0.0646803,-0.0801297,-0.0646803,-0.0801297
-0.0610645,-0.0821019,-0.0610645,-0.0821019
-0.0640229,-0.0844029,-0.0640229,-0.0844029
-0.05712,-0.0804584,-0.05712,-0.0804584
-0.0564626,-0.0768426,-0.0564626,-0.0768426
-0.0613933,-0.0847316,-0.0613933,-0.0847316
-0.0600784,-0.0840742,-0.0600784,-0.0840742
-0.0636942,-0.0784861,-0.0636942,-0.0784861
-0.061722,-0.0791435,-0.061722,-0.0791435
-0.065009,-0.0827593,-0.065009,-0.0827593
-0.0630368,-0.0781574,-0.0630368,-0.0781574
-0.0604071,-0.0821019,-0.0604071,-0.0821019
-0.0620507,-0.0840742,-0.0620507,-0.0840742
-0.0646803,-0.0811158,-0.0646803,-0.0811158
-0.0656665,-0.0814445,-0.0656665,-0.0814445
-0.0590923,-0.0791435,-0.0590923,-0.0791435
-0.0646803,-0.0827593,-0.0646803,-0.0827593
-0.0630368,-0.083088,-0.0630368,-0.083088
-0.059421,-0.0801297,-0.059421,-0.0801297
-0.0604071,-0.0814445,-0.0604071,-0.0814445
-0.059421,-0.0798009,-0.059421,-0.0798009
-0.0600784,-0.0814445,-0.0600784,-0.0814445
-0.0627081,-0.0804584,-0.0627081,-0.0804584
-0.0607358,-0.0768426,-0.0607358,-0.0768426
-0.0607358,-0.0788148,-0.0607358,-0.0788148
-0.0607358,-0.0817732,-0.0607358,-0.0817732
-0.0636942,-0.0794722,-0.0636942,-0.0794722
-0.0584349,-0.0834167,-0.0584349,-0.0834167
-0.061722,-0.0811158,-0.061722,-0.0811158
-0.0587636,-0.0807871,-0.0587636,-0.0807871
-0.0643516,-0.0804584,-0.0643516,-0.0804584
-0.0620507,-0.0821019,-0.0620507,-0.0821019
-0.0613933,-0.0778287,-0.0613933,-0.0778287
-0.05712,-0.0801297,-0.05712,-0.0801297
-0.059421,-0.0817732,-0.059421,-0.0817732
-0.0600784,-0.0807871,-0.0600784,-0.0807871
-0.0623794,-0.0847316,-0.0623794,-0.0847316
-0.0607358,-0.0807871,-0.0607358,-0.0807871
-0.0630368,-0.0827593,-0.0630368,-0.0827593
-0.061722,-0.0804584,-0.061722,-0.0804584
-0.0607358,-0.0784861,-0.0607358,-0.0784861
-0.0620507,-0.0824306,-0.0620507,-0.0824306
-0.0604071,-0.0788148,-0.0604071,-0.0788148
-0.0633655,-0.0768426,-0.0633655,-0.0768426
-0.0630368,-0.0817732,-0.0630368,-0.0817732
-0.0620507,-0.0788148,-0.0620507,-0.0788148
-0.0607358,-0.0794722,-0.0607358,-0.0794722
-0.0610645,-0.0804584,-0.0610645,-0.0804584
-0.0607358,-0.0827593,-0.0607358,-0.0827593
-0.0613933,-0.0798009,-0.0613933,-0.0798009
-0.0574487,-0.0824306,-0.0574487,-0.0824306
-0.0613933,-0.0788148,-0.0613933,-0.0788148
-0.0627081,-0.083088,-0.0627081,-0.083088
-0.0610645,-0.0811158,-0.0610645,-0.0811158
-0.0607358,-0.0827593,-0.0607358,-0.0827593
-0.0597497,-0.0788148,-0.0597497,-0.0788148
-0.065009,-0.0821019,-0.065009,-0.0821019
-0.061722,-0.0834167,-0.061722,-0.0834167
-0.0584349,-0.0814445,-0.0584349,-0.0814445
-0.0643516,-0.0807871,-0.0643516,-0.0807871
-0.0604071,-0.0807871,-0.0604071,-0.0807871
-0.0590923,-0.0821019,-0.0590923,-0.0821019
-0.061722,-0.0824306,-0.061722,-0.0824306
-0.0584349,-0.0801297,-0.0584349,-0.0801297
-0.0610645,-0.0824306,-0.0610645,-0.0824306
-0.0584349,-0.0837455,-0.0584349,-0.0837455
-0.0620507,-0.0791435,-0.0620507,-0.0791435
-0.0581062,-0.0781574,-0.0581062,-0.0781574
-0.0636942,-0.0807871,-0.0636942,-0.0807871
-0.0627081,-0.0844029,-0.0627081,-0.0844029
-0.0623794,-0.0791435,-0.0623794,-0.0791435
-0.065009,-0.0821019,-0.065009,-0.0821019
-0.0663239,-0.0814445,-0.0663239,-0.0814445
-0.0623794,-0.0801297,-0.0623794,-0.0801297
-0.0551478,-0.0834167,-0.0551478,-0.0834167
-0.0613933,-0.0827593,-0.0613933,-0.0827593
-0.0607358,-0.0788148,-0.0607358,-0.0788148
-0.0623794,-0.0784861,-0.0623794,-0.0784861
-0.0636942,-0.0778287,-0.0636942,-0.0778287
-0.0587636,-0.0788148,-0.0587636,-0.0788148
-0.0584349,-0.0834167,-0.0584349,-0.0834167
-0.0623794,-0.0807871,-0.0623794,-0.0807871
-0.0604071,-0.0798009,-0.0604071,-0.0798009
-0.0584349,-0.0781574,-0.0584349,-0.0781574
-0.0604071,-0.0788148,-0.0604071,-0.0788148
-0.0620507,-0.0801297,-0.0620507,-0.0801297
-0.0610645,-0.0791435,-0.0610645,-0.0791435
-0.0607358,-0.0834167,-0.0607358,-0.0834167
-0.0600784,-0.0827593,-0.0600784,-0.0827593
-0.0597497,-0.0784861,-0.0597497,-0.0784861
-0.0577775,-0.0748703,-0.0577775,-0.0748703
-0.0653378,-0.0794722,-0.0653378,-0.0794722
-0.059421,-0.0768426,-0.059421,-0.0768426
-0.0623794,-0.0840742,-0.0623794,-0.0840742
-0.061722,-0.0814445,-0.061722,-0.0814445
-0.0623794,-0.0837455,-0.0623794,-0.0837455
-0.0597497,-0.0788148,-0.0597497,-0.0788148
-0.0590923,-0.0804584,-0.0590923,-0.0804584
-0.0597497,-0.0814445,-0.0597497,-0.0814445
-0.0630368,-0.0844029,-0.0630368,-0.0844029
-0.0597497,-0.0807871,-0.0597497,-0.0807871
-0.0597497,-0.0817732,-0.0597497,-0.0817732
-0.0597497,-0.0804584,-0.0597497,-0.0804584
-0.0633655,-0.0821019,-0.0633655,-0.0821019
-0.0666526,-0.0804584,-0.0666526,-0.0804584
-0.0587636,-0.0778287,-0.0587636,-0.0778287
-0.0633655,-0.0824306,-0.0633655,-0.0824306
-0.0607358,-0.0817732,-0.0607358,-0.0817732
-0.0620507,-0.0807871,-0.0620507,-0.0807871
-0.065009,-0.0804584,-0.065009,-0.0804584
-0.0610645,-0.0824306,-0.0610645,-0.0824306
-0.0604071,-0.0834167,-0.0604071,-0.0834167
-0.059421,-0.0801297,-0.059421,-0.0801297
-0.0627081,-0.0794722,-0.0627081,-0.0794722
-0.0613933,-0.0775,-0.0613933,-0.0775
-0.0600784,-0.0798009,-0.0600784,-0.0798009
-0.0600784,-0.0817732,-0.0600784,-0.0817732
-0.0623794,-0.0778287,-0.0623794,-0.0778287
-0.0600784,-0.0804584,-0.0600784,-0.0804584
-0.0587636,-0.0784861,-0.0587636,-0.0784861
-0.0630368,-0.0784861,-0.0630368,-0.0784861
-0.0600784,-0.0824306,-0.0600784,-0.0824306
-0.0623794,-0.0791435,-0.0623794,-0.0791435
-0.0597497,-0.0781574,-0.0597497,-0.0781574
-0.0584349,-0.0821019,-0.0584349,-0.0821019
-0.0590923,-0.0811158,-0.0590923,-0.0811158
-0.0636942,-0.0807871,-0.0636942,-0.0807871
-0.0604071,-0.0834167,-0.0604071,-0.0834167
-0.0636942,-0.0791435,-0.0636942,-0.0791435
-0.0610645,-0.0817732,-0.0610645,-0.0817732
-0.059421,-0.0814445,-0.059421,-0.0814445
-0.0574487,-0.0784861,-0.0574487,-0.0784861
-0.0620507,-0.0821019,-0.0620507,-0.0821019
-0.061722,-0.0847316,-0.061722,-0.0847316
-0.0633655,-0.0817732,-0.0633655,-0.0817732
-0.0636942,-0.0798009,-0.0636942,-0.0798009
-0.0630368,-0.0798009,-0.0630368,-0.0798009
-0.0587636,-0.0775,-0.0587636,-0.0775
-0.0643516,-0.0821019,-0.0643516,-0.0821019
-0.0581062,-0.0817732,-0.0581062,-0.0817732
-0.0627081,-0.0788148,-0.0627081,-0.0788148
-0.0620507,-0.0821019,-0.0620507,-0.0821019
-0.0607358,-0.0834167,-0.0607358,-0.0834167
-0.0581062,-0.0781574,-0.0581062,-0.0781574
-0.061722,-0.0814445,-0.061722,-0.0814445
-0.061722,-0.0811158,-0.061722,-0.0811158
-0.0607358,-0.0817732,-0.0607358,-0.0817732
-0.0620507,-0.0801297,-0.0620507,-0.0801297
-0.0597497,-0.0791435,-0.0597497,-0.0791435
-0.0633655,-0.0811158,-0.0633655,-0.0811158
-0.0581062,-0.0807871,-0.0581062,-0.0807871
-0.0627081,-0.0794722,-0.0627081,-0.0794722
-0.0610645,-0.0781574,-0.0610645,-0.0781574
-0.0574487,-0.0837455,-0.0574487,-0.0837455
-0.0574487,-0.0765139,-0.0574487,-0.0765139
-0.0600784,-0.0814445,-0.0600784,-0.0814445
-0.0574487,-0.0791435,-0.0574487,-0.0791435
-0.0581062,-0.0873613,-0.0581062,-0.0873613
-0.0607358,-0.0791435,-0.0607358,-0.0791435
-0.0659952,-0.0768426,-0.0659952,-0.0768426
-0.059421,-0.0804584,-0.059421,-0.0804584
-0.061722,-0.0821019,-0.061722,-0.0821019
-0.0600784,-0.0814445,-0.0600784,-0.0814445
-0.061722,-0.0807871,-0.061722,-0.0807871
-0.065009,-0.0811158,-0.065009,-0.0811158
-0.0607358,-0.0798009,-0.0607358,-0.0798009
-0.0627081,-0.0847316,-0.0627081,-0.0847316
-0.0600784,-0.0870325,-0.0600784,-0.0870325
-0.0620507,-0.0837455,-0.0620507,-0.0837455
-0.0633655,-0.0755277,-0.0633655,-0.0755277
-0.0551478,-0.0758564,-0.0551478,-0.0758564
-0.0627081,-0.0804584,-0.0627081,-0.0804584
-0.0590923,-0.0814445,-0.0590923,-0.0814445
-0.0620507,-0.075199,-0.0620507,-0.075199
-0.0610645,-0.0811158,-0.0610645,-0.0811158
-0.0636942,-0.0817732,-0.0636942,-0.0817732
-0.0627081,-0.0814445,-0.0627081,-0.0814445
-0.0610645,-0.0814445,-0.0610645,-0.0814445
-0.0613933,-0.0794722,-0.0613933,-0.0794722
-0.0597497,-0.0827593,-0.0597497,-0.0827593
-0.0633655,-0.0791435,-0.0633655,-0.0791435
-0.0587636,-0.0827593,-0.0587636,-0.0827593
-0.0630368,-0.0821019,-0.0630368,-0.0821019
-0.0636942,-0.0824306,-0.0636942,-0.0824306
-0.0604071,-0.0778287,-0.0604071,-0.0778287
-0.0600784,-0.0794722,-0.0600784,-0.0794722
-0.0636942,-0.0804584,-0.0636942,-0.0804584
-0.0574487,-0.0821019,-0.0574487,-0.0821019
-0.0590923,-0.0794722,-0.0590923,-0.0794722
-0.0613933,-0.0791435,-0.0613933,-0.0791435
-0.0633655,-0.0821019,-0.0633655,-0.0821019
-0.0581062,-0.0794722,-0.0581062,-0.0794722
-0.0636942,-0.0827593,-0.0636942,-0.0827593
-0.0636942,-0.0801297,-0.0636942,-0.0801297
-0.061722,-0.0791435,-0.061722,-0.0791435
-0.0607358,-0.0837455,-0.0607358,-0.0837455
-0.0581062,-0.0817732,-0.0581062,-0.0817732
-0.0604071,-0.0821019,-0.0604071,-0.0821019
-0.0600784,-0.0801297,-0.0600784,-0.0801297
-0.0581062,-0.0817732,-0.0581062,-0.0817732
-0.0597497,-0.0784861,-0.0597497,-0.0784861
-0.0600784,-0.0788148,-0.0600784,-0.0788148
-0.0659952,-0.0814445,-0.0659952,-0.0814445
-0.0584349,-0.0837455,-0.0584349,-0.0837455
-0.0613933,-0.0814445,-0.0613933,-0.0814445
-0.0633655,-0.0804584,-0.0633655,-0.0804584
-0.0633655,-0.0811158,-0.0633655,-0.0811158
-0.0607358,-0.0771713,-0.0607358,-0.0771713
-0.0630368,-0.0804584,-0.0630368,-0.0804584
-0.0587636,-0.0824306,-0.0587636,-0.0824306
-0.0577775,-0.0834167,-0.0577775,-0.0834167
-0.0610645,-0.085389,-0.0610645,-0.085389
-0.0590923,-0.0821019,-0.0590923,-0.0821019
-0.059421,-0.0834167,-0.059421,-0.0834167
-0.0636942,-0.0755277,-0.0636942,-0.0755277
-0.0590923,-0.0801297,-0.0590923,-0.0801297
-0.0584349,-0.0794722,-0.0584349,-0.0794722
-0.0623794,-0.0758564,-0.0623794,-0.0758564
-0.0627081,-0.0798009,-0.0627081,-0.0798009
-0.0600784,-0.0847316,-0.0600784,-0.0847316
-0.061722,-0.0788148,-0.061722,-0.0788148
-0.0597497,-0.0781574,-0.0597497,-0.0781574
-0.0610645,-0.0794722,-0.0610645,-0.0794722
-0.0613933,-0.0840742,-0.0613933,-0.0840742
-0.0574487,-0.0824306,-0.0574487,-0.0824306
-0.0627081,-0.0791435,-0.0627081,-0.0791435
-0.0623794,-0.0794722,-0.0623794,-0.0794722
-0.0597497,-0.0821019,-0.0597497,-0.0821019
-0.059421,-0.0817732,-0.059421,-0.0817732
-0.065009,-0.0814445,-0.065009,-0.0814445
-0.0643516,-0.0837455,-0.0643516,-0.0837455
-0.05712,-0.0807871,-0.05712,-0.0807871
-0.065009,-0.0794722,-0.065009,-0.0794722
-0.0613933,-0.083088,-0.0613933,-0.083088
-0.0610645,-0.0768426,-0.0610645,-0.0768426
-0.0613933,-0.0844029,-0.0613933,-0.0844029
-0.0597497,-0.0784861,-0.0597497,-0.0784861
-0.0584349,-0.0811158,-0.0584349,-0.0811158
-0.0584349,-0.0771713,-0.0584349,-0.0771713
-0.0577775,-0.083088,-0.0577775,-0.083088
-0.0620507,-0.0811158,-0.0620507,-0.0811158
-0.0597497,-0.0784861,-0.0597497,-0.0784861
-0.0607358,-0.0821019,-0.0607358,-0.0821019
-0.0627081,-0.0844029,-0.0627081,-0.0844029
-0.0620507,-0.0794722,-0.0620507,-0.0794722
-0.0584349,-0.0804584,-0.0584349,-0.0804584
-0.0600784,-0.083088,-0.0600784,-0.083088
-0.0574487,-0.0791435,-0.0574487,-0.0791435
-0.0636942,-0.0804584,-0.0636942,-0.0804584
-0.0636942,-0.0817732,-0.0636942,-0.0817732
-0.0600784,-0.0844029,-0.0600784,-0.0844029
-0.0613933,-0.0761852,-0.0613933,-0.0761852
-0.0623794,-0.0821019,-0.0623794,-0.0821019
-0.0613933,-0.083088,-0.0613933,-0.083088
-0.0597497,-0.0781574,-0.0597497,-0.0781574
-0.0627081,-0.0824306,-0.0627081,-0.0824306
-0.0653378,-0.0794722,-0.0653378,-0.0794722
-0.061722,-0.0821019,-0.061722,-0.0821019
-0.0620507,-0.0827593,-0.0620507,-0.0827593
-0.0623794,-0.083088,-0.0623794,-0.083088
-0.0627081,-0.0784861,-0.0627081,-0.0784861
-0.0574487,-0.0784861,-0.0574487,-0.0784861
